title,release_date,release_year,revenue,budget,return,belongs_to_collection,production_companies,production_countries,spoken_languages,id,vote_average,vote_count,popularity,genero
Blow,2001-04-04,2001.0,83282296.0,53000000.0,1.5713640754716982,,,,,4133,7.4,1352.0,12.332223,Crime
Just Visiting,2001-04-06,2001.0,0.0,0.0,0.0,The Visitors Collection,,,,56715,4.9,173.0,6.198238,Comedy
Pokémon: Spell of the Unknown,2000-07-08,2000.0,68411275.0,16000000.0,4.2757046875,Pokémon Collection,,,,10991,6.0,143.0,10.264597,Adventure
Beautiful Creatures,2000-08-23,2000.0,0.0,0.0,0.0,,,,,15940,5.9,25.0,2.269511,Comedy
Brigham City,2001-03-30,2001.0,852206.0,1000000.0,0.852206,,,,,26791,7.3,4.0,0.202478,Crime
The Day I Became a Woman,2000-09-01,2000.0,0.0,0.0,0.0,,,,,44069,4.1,6.0,0.53871,Drama
Shadow Magic,2000-09-08,2000.0,0.0,0.0,0.0,,,,,68894,6.0,1.0,0.101444,Drama
Bridget Jones's Diary,2001-04-13,2001.0,281929795.0,25000000.0,11.2771918,Bridget Jones Collection,,,,634,6.6,1397.0,10.780524,Comedy
Joe Dirt,2001-04-10,2001.0,30987695.0,17700000.0,1.750717231638418,Joe Dirt Collection,,,,10956,5.5,247.0,10.442468,Mystery
Josie and the Pussycats,2001-04-06,2001.0,0.0,22000000.0,0.0,,,,,19366,5.2,73.0,9.423041,Comedy
Kingdom Come,2011-01-01,2011.0,0.0,0.0,0.0,,,,,136558,8.0,1.0,0.986251,Comedy
The Body,2001-04-13,2001.0,0.0,0.0,0.0,,,,,28308,4.9,35.0,7.034927,Drama
Chopper,2000-06-21,2000.0,236185.0,0.0,0.0,,,,,9519,6.7,111.0,9.035898,Crime
The Circle,2000-09-08,2000.0,0.0,0.0,0.0,,,,,13898,6.6,17.0,1.629075,Drama
Lakeboat,2000-04-13,2000.0,0.0,0.0,0.0,,,,,196280,5.5,2.0,0.510724,
Crocodile Dundee in Los Angeles,2001-04-12,2001.0,39438674.0,21150000.0,1.864712718676123,Crocodile Dundee Collection,,,,9290,4.7,149.0,6.640385,Adventure
Freddy Got Fingered,2001-04-18,2001.0,0.0,0.0,0.0,,,,,13166,4.5,117.0,7.187919,Comedy
The Center of the World,2001-04-19,2001.0,0.0,0.0,0.0,,,,,32590,4.4,14.0,3.247122,Drama
The Girl,2001-06-06,2001.0,0.0,0.0,0.0,,,,,109472,0.0,0.0,0.001653,Drama
The Low Down,2001-01-26,2001.0,32395.0,0.0,0.0,,,,,153141,0.0,0.0,0.490728,Romance
The Luzhin Defence,2000-08-21,2000.0,0.0,0.0,0.0,,,,,52654,6.6,15.0,0.879721,Romance
The Visit,2000-01-01,2000.0,0.0,0.0,0.0,,,,,70282,0.0,0.0,0.001712,Drama
Lilies,1996-09-07,1996.0,0.0,0.0,0.0,,,,,47643,7.3,14.0,4.433239,Drama
Scarface,1983-12-08,1983.0,65884703.0,25000000.0,2.63538812,,,,,111,8.0,3017.0,11.299673,Action
Days of Wine and Roses,1962-12-26,1962.0,0.0,0.0,0.0,,,,,32488,7.5,39.0,3.942198,Drama
Driven,2001-04-27,2001.0,54744738.0,94000000.0,0.582390829787234,,,,,10477,4.5,180.0,5.310558,Action
The Forsaken,2001-04-27,2001.0,0.0,5000000.0,0.0,,,,,12484,4.9,47.0,3.169217,Action
One Night at McCool's,2001-04-19,2001.0,0.0,0.0,0.0,,,,,2144,5.7,92.0,6.059018,Action
Town & Country,2001-04-27,2001.0,10372291.0,90000000.0,0.11524767777777778,,,,,24113,4.1,18.0,1.901065,Comedy
Rat,2001-04-01,2001.0,0.0,0.0,0.0,,,,,118052,6.0,3.0,0.934445,Drama
The Mummy Returns,2001-04-28,2001.0,433013274.0,98000000.0,4.418502795918367,The Mummy Collection,,,,1734,6.0,2258.0,16.945657,Adventure
Eureka,2000-05-18,2000.0,0.0,0.0,0.0,,,,,38047,6.6,19.0,1.955392,Drama
Tuvalu,1999-11-19,1999.0,0.0,0.0,0.0,,,,,8076,5.8,9.0,2.664512,Fantasy
Under the Sand,2000-09-11,2000.0,0.0,0.0,0.0,,,,,4973,6.4,31.0,1.860018,Drama
Cleopatra,1963-06-12,1963.0,71000000.0,31115000.0,2.2818576249397395,,,,,8095,6.7,148.0,8.591238,Drama
Krull,1983-07-29,1983.0,16519460.0,27000000.0,0.6118318518518518,,,,,849,5.8,130.0,9.848674,Fantasy
Lost in America,1985-03-15,1985.0,0.0,0.0,0.0,,,,,27223,7.3,29.0,1.628303,Comedy
The Lost World,1925-06-22,1925.0,0.0,0.0,0.0,,,,,2981,6.6,27.0,2.968503,Adventure
Triumph of the Will,1935-03-28,1935.0,0.0,0.0,0.0,,,,,39266,6.9,62.0,4.558863,Documentary
True Believer,1989-02-17,1989.0,0.0,0.0,0.0,,,,,31863,6.3,25.0,5.832721,Crime
The World According to Garp,1982-08-13,1982.0,29712172.0,17000000.0,1.7477748235294117,,,,,11307,6.9,87.0,5.036929,Comedy
Candy,1968-12-17,1968.0,0.0,3000000.0,0.0,,,,,46498,5.3,12.0,4.640419,Fantasy
Fellini Satyricon,1969-09-18,1969.0,0.0,3000000.0,0.0,,,,,11163,7.0,64.0,4.214637,Drama
Roma,1972-03-15,1972.0,0.0,0.0,0.0,,,,,11035,6.6,45.0,2.46757,Comedy
Frankie and Johnny,1966-01-01,1966.0,0.0,0.0,0.0,,,,,18691,5.9,9.0,1.151937,Comedy
Frankie and Johnny,1991-10-18,1991.0,22773535.0,0.0,0.0,,,,,3784,6.6,115.0,6.889748,Drama
A Home of Our Own,1993-11-05,1993.0,1703282.0,12000000.0,0.14194016666666667,,,,,78133,7.0,14.0,4.497919,Comedy
Paris When It Sizzles,1964-03-01,1964.0,0.0,0.0,0.0,,,,,22829,6.3,44.0,2.952978,Comedy
Pola X,1999-05-12,1999.0,0.0,0.0,0.0,,,,,35717,6.0,14.0,1.698111,Drama
City of Women,1980-03-28,1980.0,0.0,0.0,0.0,,,,,11936,6.8,28.0,2.146237,Comedy
For the Boys,1991-11-22,1991.0,23202444.0,40000000.0,0.5800611,,,,,25221,6.5,20.0,10.336913,Music
Nine to Five,1980-12-18,1980.0,0.0,0.0,0.0,,,,,19494,6.7,102.0,15.458258,Comedy
Norma Rae,1979-03-02,1979.0,22228000.0,0.0,0.0,,,,,40842,6.9,31.0,2.84023,Drama
Summer Rental,1985-08-09,1985.0,24689703.0,0.0,0.0,,,,,19357,6.5,44.0,12.372036,Comedy
"The 5,000 Fingers of Dr. T.",1953-07-01,1953.0,0.0,0.0,0.0,,,,,33743,6.7,12.0,3.52006,Family
Catchfire,1990-04-03,1990.0,0.0,0.0,0.0,,,,,32924,5.8,16.0,3.981125,Drama
Love Story,1970-12-16,1970.0,136400000.0,2200000.0,62.0,,,,,9062,6.6,123.0,6.127903,Drama
Pelle the Conqueror,1987-12-25,1987.0,0.0,0.0,0.0,,,,,11174,6.9,32.0,1.958105,Drama
Rififi,1955-04-13,1955.0,460226.0,0.0,0.0,,,,,934,7.7,90.0,4.071187,Drama
A Knight's Tale,2001-05-11,2001.0,117487473.0,65000000.0,1.8074995846153845,,,,,9476,6.6,933.0,10.90061,Adventure
Bread and Roses,2000-05-10,2000.0,0.0,0.0,0.0,,,,,37691,6.3,14.0,1.428582,Comedy
Calle 54,2000-10-06,2000.0,0.0,0.0,0.0,,,,,115810,6.0,6.0,0.50905,Documentary
The King Is Alive,2000-05-11,2000.0,0.0,0.0,0.0,,,,,10613,5.8,9.0,5.43754,Drama
Sordid Lives,2001-05-11,2001.0,1079726.0,0.0,0.0,,,,,19094,5.8,14.0,1.650666,Comedy
Startup.com,2001-01-01,2001.0,0.0,0.0,0.0,,,,,14268,6.3,7.0,0.587588,Documentary
Angel Eyes,2001-05-15,2001.0,29700000.0,53000000.0,0.560377358490566,,,,,5852,5.5,91.0,5.3962,Drama
Shrek,2001-05-16,2001.0,484409218.0,60000000.0,8.073486966666668,Shrek Collection,,,,808,7.3,4183.0,17.987728,Adventure
Fast Food Fast Women,2000-05-15,2000.0,0.0,0.0,0.0,,,,,49453,5.8,8.0,1.166622,Comedy
Moulin Rouge!,2001-03-09,2001.0,179213434.0,52500000.0,3.413589219047619,,,,,824,7.4,1348.0,13.691781,Drama
Little Brothers,1999-04-06,1999.0,0.0,0.0,0.0,,,,,37558,5.4,4.0,0.142742,Drama
Pearl Harbor,2001-05-21,2001.0,449220945.0,140000000.0,3.208721035714286,,,,,676,6.6,1833.0,11.419388,History
Bloody Angels,1998-12-26,1998.0,0.0,0.0,0.0,,,,,88727,9.0,2.0,0.072099,Thriller
Himalaya,1999-01-01,1999.0,0.0,0.0,0.0,,,,,26813,6.9,18.0,1.349366,Adventure
The Man Who Cried,2000-08-29,2000.0,0.0,0.0,0.0,,,,,29572,5.8,57.0,5.15599,Drama
Our Song,2000-01-21,2000.0,0.0,0.0,0.0,,,,,48109,6.4,7.0,0.546957,Drama
Gabriela,2001-02-14,2001.0,0.0,0.0,0.0,,,,,291675,0.0,0.0,0.001187,
Ice Castles,1978-12-31,1978.0,0.0,0.0,0.0,,,,,50541,6.3,15.0,3.335968,Drama
Love Potion No. 9,1992-11-13,1992.0,754935.0,0.0,0.0,,,,,26255,5.4,67.0,8.358541,Comedy
Postcards from the Edge,1990-09-12,1990.0,39071603.0,22000000.0,1.7759819545454545,,,,,22414,6.3,53.0,2.523655,Comedy
Apache,1954-07-09,1954.0,0.0,0.0,0.0,,,,,43329,5.8,23.0,1.607794,Action
"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",1976-01-01,1976.0,0.0,0.0,0.0,,,,,42233,5.7,20.0,0.760215,Western
City Slickers,1991-06-07,1991.0,179033791.0,27000000.0,6.630881148148148,City Slickers Collection,,,,1406,6.2,232.0,7.334686,Action
Eight Men Out,1988-09-02,1988.0,0.0,0.0,0.0,,,,,13554,7.5,63.0,4.861698,Drama
The Horse Soldiers,1959-06-11,1959.0,0.0,0.0,0.0,,,,,17664,6.8,40.0,10.313171,War
The Kentuckian,1955-08-01,1955.0,0.0,0.0,0.0,,,,,66035,6.0,9.0,0.786025,Action
La Notte,1961-01-23,1961.0,0.0,0.0,0.0,Alienation Trilogy,,,,41050,7.7,72.0,3.872462,Drama
Mississippi Burning,1988-12-08,1988.0,34604000.0,15000000.0,2.3069333333333333,,,,,1632,7.4,336.0,13.971865,Thriller
The Magnificent Seven,1960-10-22,1960.0,4905000.0,2000000.0,2.4525,The Magnificent Seven Collection,,,,966,7.4,472.0,10.650752,Western
Return of the Seven,1966-10-19,1966.0,0.0,0.0,0.0,The Magnificent Seven Collection,,,,12639,5.3,35.0,3.057434,Western
Rio Bravo,1959-03-17,1959.0,5800000.0,0.0,0.0,,,,,301,7.6,265.0,10.847383,Western
The Scarlet Empress,1934-05-09,1934.0,0.0,900000.0,0.0,,,,,31527,6.7,23.0,6.183889,Drama
Semi-Tough,1977-11-18,1977.0,0.0,0.0,0.0,,,,,4988,5.6,11.0,2.630796,Comedy
Suspect,1987-10-23,1987.0,18782400.0,0.0,0.0,,,,,12623,6.4,45.0,10.638289,Crime
Throw Momma from the Train,1987-12-11,1987.0,57915972.0,14000000.0,4.136855142857143,,,,,11896,6.0,147.0,6.573364,Crime
Yi Yi,2000-09-20,2000.0,0.0,0.0,0.0,,,,,25538,7.7,98.0,8.930431,Drama
Midnight Madness,1980-02-08,1980.0,0.0,0.0,0.0,,,,,17971,5.4,14.0,7.922416,Comedy
Nightwatch,1994-02-25,1994.0,0.0,0.0,0.0,,,,,6498,7.1,51.0,4.189514,Horror
The Sand Pebbles,1966-12-20,1966.0,20000000.0,12000000.0,1.6666666666666667,,,,,5923,7.2,59.0,11.354247,Action
Twelve O'Clock High,1949-12-21,1949.0,3225000.0,0.0,0.0,,,,,15497,7.0,31.0,2.870026,War
Von Ryan's Express,1965-06-23,1965.0,0.0,5760000.0,0.0,,,,,21876,6.7,57.0,9.891678,Action
The Animal,2001-06-01,2001.0,84772742.0,22000000.0,3.8533064545454545,,,,,11090,4.6,310.0,8.473369,Action
What's the Worst That Could Happen?,2001-05-31,2001.0,0.0,45000000.0,0.0,,,,,14034,5.1,67.0,6.739365,Action
Big Eden,2000-04-18,2000.0,512451.0,0.0,0.0,,,,,21056,6.1,13.0,1.629476,Drama
Evolution,2001-06-08,2001.0,98376292.0,80000000.0,1.22970365,,,,,9397,5.7,650.0,5.395127,Action
Swordfish,2001-06-07,2001.0,147080413.0,102000000.0,1.4419648333333333,,,,,9705,6.1,946.0,9.646208,Action
The Anniversary Party,2001-05-15,2001.0,0.0,0.0,0.0,,,,,26475,6.4,27.0,2.668002,Comedy
Bride of the Wind,2001-06-08,2001.0,0.0,0.0,0.0,,,,,56934,0.0,0.0,0.016404,Romance
Divided We Fall,2000-03-16,2000.0,0.0,0.0,0.0,,,,,29937,7.6,11.0,1.43661,Comedy
Whatever Happened to Harold Smith?,2000-03-10,2000.0,0.0,0.0,0.0,,,,,49922,6.6,8.0,0.954525,Comedy
Catch-22,1970-06-24,1970.0,24911670.0,18000000.0,1.3839816666666667,,,,,10364,6.7,73.0,4.984905,War
Forgotten Silver,1995-10-28,1995.0,0.0,650000.0,0.0,,,,,32458,6.9,31.0,8.535898,Comedy
Point Break,1991-07-12,1991.0,83531958.0,24000000.0,3.48049825,,,,,1089,6.9,861.0,11.453093,Action
Shag,1989-07-21,1989.0,0.0,0.0,0.0,,,,,38043,5.9,14.0,1.096473,Comedy
Uncommon Valor,1983-12-16,1983.0,27900000.0,0.0,0.0,,,,,9967,6.2,54.0,9.987072,Action
Unlawful Entry,1992-06-26,1992.0,57138719.0,23000000.0,2.4842921304347825,,,,,17494,5.8,63.0,6.477258,Crime
Youngblood,1986-01-31,1986.0,0.0,0.0,0.0,,,,,17465,5.8,50.0,4.204661,Drama
Gentlemen Prefer Blondes,1953-07-14,1953.0,0.0,0.0,0.0,,,,,759,7.1,169.0,7.174547,Comedy
How to Marry a Millionaire,1953-10-29,1953.0,0.0,0.0,0.0,,,,,10297,6.9,117.0,6.000494,Comedy
Macabre,1958-10-01,1958.0,5000000.0,90000.0,55.55555555555556,,,,,29393,6.1,7.0,0.837849,Horror
The Seven Year Itch,1955-06-01,1955.0,0.0,1800000.0,0.0,,,,,10653,7.0,184.0,6.81733,Comedy
There's No Business Like Show Business,1954-12-16,1954.0,0.0,0.0,0.0,,,,,21468,6.7,28.0,4.110337,Comedy
Tootsie,1982-12-16,1982.0,177200000.0,21000000.0,8.438095238095238,,,,,9576,6.9,429.0,8.451188,Comedy
The Boys Next Door,1985-10-01,1985.0,0.0,0.0,0.0,,,,,22323,5.9,14.0,1.381945,Action
Too Late the Hero,1970-05-20,1970.0,0.0,6250000.0,0.0,,,,,31935,6.4,20.0,7.710629,Drama
The Trio,1998-01-29,1998.0,0.0,0.0,0.0,,,,,126881,7.0,1.0,0.180645,
Pavilion of Women,2001-03-16,2001.0,0.0,0.0,0.0,,,,,52616,5.3,6.0,0.501948,War
Atlantis: The Lost Empire,2001-06-02,2001.0,186053725.0,120000000.0,1.5504477083333332,Atlantis Collection,,,,10865,6.7,1257.0,10.901602,Animation
Lara Croft: Tomb Raider,2001-06-11,2001.0,274703340.0,115000000.0,2.388724695652174,Tomb Raider Collection,,,,1995,5.7,2235.0,15.851722,Adventure
Dr. Dolittle 2,2001-06-22,2001.0,176104344.0,70000000.0,2.515776342857143,Dr. Dolittle Collection,,,,10808,4.9,422.0,7.906683,Comedy
The Fast and the Furious,2001-06-22,2001.0,207283925.0,38000000.0,5.454840131578948,The Fast and the Furious Collection,,,,9799,6.6,3485.0,1.406181,Action
A.I. Artificial Intelligence,2001-06-29,2001.0,235926552.0,100000000.0,2.35926552,,,,,644,6.8,2011.0,13.249364,Drama
Baby Boy,2001-06-27,2001.0,29381649.0,16000000.0,1.8363530625,,,,,16161,7.3,57.0,9.503157,Crime
Crazy/Beautiful,2001-06-29,2001.0,16929123.0,13000000.0,1.3022402307692307,,,,,10691,6.6,98.0,6.236729,Drama
Pootie Tang,2001-06-29,2001.0,0.0,0.0,0.0,,,,,10615,5.4,43.0,3.474987,Action
Snow days,1999-01-01,1999.0,0.0,0.0,0.0,,,,,47596,5.0,1.0,0.046139,Comedy
Funny Felix,2000-04-19,2000.0,0.0,0.0,0.0,,,,,21488,5.1,7.0,1.309157,Comedy
Down from the Mountain,2001-06-05,2001.0,0.0,0.0,0.0,,,,,59733,7.0,1.0,0.051216,Music
Russian Doll,2001-06-14,2001.0,0.0,0.0,0.0,,,,,271462,0.0,0.0,0.390652,Romance
Sexy Beast,2000-09-13,2000.0,0.0,5000000.0,0.0,,,,,11826,7.0,219.0,5.819673,Crime
"South of Heaven, West of Hell",2000-01-01,2000.0,0.0,0.0,0.0,,,,,24470,5.0,2.0,0.701694,Action
The Princess and the Warrior,2000-10-12,2000.0,0.0,0.0,0.0,,,,,9301,7.1,33.0,1.826108,Romance
The Closet,2001-01-17,2001.0,0.0,0.0,0.0,,,,,11444,6.2,111.0,6.186121,Comedy
Wolves,1999-03-01,1999.0,5471376.0,0.0,0.0,,,,,15564,6.5,1.0,0.706172,Documentary
The Crimson Rivers,2000-09-26,2000.0,0.0,2365000.0,0.0,The Crimson Rivers Collection,,,,60670,6.8,366.0,6.649222,Crime
Lumumba,2000-05-13,2000.0,0.0,0.0,0.0,,,,,55551,5.5,8.0,0.2994,Drama
Pandaemonium,2001-06-29,2001.0,0.0,0.0,0.0,,,,,40880,4.5,2.0,0.660969,Drama
Cats & Dogs,2001-07-04,2001.0,93375151.0,60000000.0,1.5562525166666668,Cats & Dogs Collection,,,,10992,5.0,363.0,8.142251,Comedy
Kiss of the Dragon,2001-07-06,2001.0,64437847.0,25000000.0,2.57751388,,,,,2140,6.4,304.0,7.637345,Action
Scary Movie 2,2001-07-04,2001.0,141220678.0,45000000.0,3.138237288888889,Scary Movie Collection,,,,4248,5.4,1019.0,10.869056,Comedy
Lost and Delirious,2001-01-21,2001.0,0.0,0.0,0.0,,,,,17612,6.8,132.0,6.236798,Drama
Baise-moi,2000-06-28,2000.0,940944.0,0.0,0.0,,,,,3134,4.2,75.0,12.589992,Crime
The Vertical Ray of the Sun,2000-05-24,2000.0,0.0,0.0,0.0,,,,,34899,6.7,17.0,0.864406,Drama
Alice,1990-12-25,1990.0,0.0,0.0,0.0,,,,,8217,6.3,57.0,7.196816,Comedy
Another Woman,1988-10-13,1988.0,0.0,0.0,0.0,,,,,22478,6.8,51.0,3.333264,Drama
Beach Blanket Bingo,1965-04-14,1965.0,0.0,0.0,0.0,Beach Party Collection,,,,26483,7.0,12.0,4.119355,Comedy
Big Deal on Madonna Street,1958-06-06,1958.0,0.0,0.0,0.0,Totò Collection,,,,24382,8.1,107.0,6.035008,Crime
The Cannonball Run,1981-06-19,1981.0,72179579.0,18000000.0,4.009976611111111,Cannonball Run Collection,,,,11286,6.2,161.0,6.693055,Comedy
Cannonball Run II,1984-06-29,1984.0,28078073.0,0.0,0.0,Cannonball Run Collection,,,,11950,5.4,86.0,5.305197,Action
Speed Zone,1989-04-21,1989.0,3077361.0,0.0,0.0,Cannonball Run Collection,,,,12236,4.1,20.0,2.806926,Action
Diary of a Chambermaid,1964-01-01,1964.0,0.0,0.0,0.0,,,,,36245,7.2,33.0,3.003084,Crime
Donovan's Brain,1953-09-30,1953.0,0.0,0.0,0.0,,,,,43342,5.7,10.0,1.327715,Drama
Donovan's Reef,1963-06-12,1963.0,6600000.0,2686000.0,2.4571854058078926,,,,,15875,6.0,31.0,1.920256,Adventure
Dr. Goldfoot and the Bikini Machine,1965-11-06,1965.0,0.0,0.0,0.0,Dr Goldfoot Collection,,,,26573,6.1,20.0,10.031602,Comedy
House of Usher,1960-06-21,1960.0,1450000.0,270000.0,5.37037037037037,,,,,23439,6.5,71.0,3.481988,Horror
Faust,1926-10-13,1926.0,0.0,0.0,0.0,,,,,10728,7.8,66.0,4.021486,Drama
The Last Laugh,1924-12-23,1924.0,0.0,0.0,0.0,,,,,5991,7.7,63.0,3.553763,Drama
The Man Who Shot Liberty Valance,1962-04-22,1962.0,8000000.0,3200000.0,2.5,,,,,11697,7.4,272.0,6.641827,Western
Salvador,1986-04-23,1986.0,0.0,4500000.0,0.0,,,,,6106,7.0,73.0,4.714357,Drama
September,1987-01-01,1987.0,0.0,0.0,0.0,,,,,22477,6.3,40.0,2.724242,Drama
Shadows and Fog,1991-12-05,1991.0,2735731.0,14000000.0,0.19540935714285715,,,,,19200,7.0,80.0,8.678022,Thriller
Something Wild,1986-11-07,1986.0,8362969.0,0.0,0.0,,,,,11300,6.5,68.0,4.737529,Action
The Sons of Katie Elder,1965-12-26,1965.0,0.0,0.0,0.0,,,,,16211,7.0,60.0,5.190094,Western
The Thing with Two Heads,1972-07-19,1972.0,0.0,0.0,0.0,,,,,28650,3.9,17.0,2.025217,Comedy
Village of the Giants,1965-10-20,1965.0,0.0,0.0,0.0,,,,,42780,3.3,9.0,0.6148,Science Fiction
X: The Man with the X-Ray Eyes,1963-09-18,1963.0,0.0,0.0,0.0,,,,,32569,6.4,46.0,4.259969,Horror
Nice Dreams,1981-07-24,1981.0,0.0,0.0,0.0,Cheech & Chong Collection,,,,20075,6.6,38.0,11.389252,Comedy
The Day the Earth Caught Fire,1961-11-01,1961.0,0.0,0.0,0.0,,,,,28430,7.3,28.0,3.150237,Science Fiction
The House by the Cemetery,1981-08-14,1981.0,0.0,0.0,0.0,,,,,28794,5.8,71.0,4.510407,Horror
Things Are Tough All Over,1982-08-04,1982.0,21134374.0,0.0,0.0,Cheech & Chong Collection,,,,20197,6.1,25.0,9.442756,Action
All That Heaven Allows,1955-12-25,1955.0,3100000.0,0.0,0.0,,,,,43316,7.4,66.0,3.922641,Drama
The Barefoot Contessa,1954-01-01,1954.0,0.0,0.0,0.0,,,,,34689,6.7,36.0,6.730728,Mystery
The Blackout,1997-06-11,1997.0,0.0,0.0,0.0,,,,,25690,5.2,13.0,1.395025,Drama
Cries and Whispers,1972-12-21,1972.0,0.0,0.0,0.0,,,,,10238,7.8,118.0,9.983092,Drama
The Entertainer,1960-07-25,1960.0,0.0,0.0,0.0,,,,,18929,5.5,12.0,2.678395,Drama
The Garden of the Finzi-Continis,1970-12-04,1970.0,0.0,0.0,0.0,,,,,4789,6.6,32.0,2.105027,Drama
Howling III: The Marsupials,1987-01-01,1987.0,0.0,0.0,0.0,,,,,32595,4.1,30.0,5.1189,Horror
Kiss Me Deadly,1955-05-18,1955.0,0.0,0.0,0.0,,,,,18030,7.1,81.0,7.224904,Drama
The Lion in Winter,1968-01-01,1968.0,0.0,0.0,0.0,,,,,18988,7.6,89.0,7.056355,Drama
The Misfits,1961-01-01,1961.0,8200000.0,4000000.0,2.05,,,,,11536,6.8,76.0,5.317544,Drama
Moby Dick,1956-06-27,1956.0,10400000.0,4500000.0,2.311111111111111,,,,,10339,6.9,90.0,4.31583,Adventure
Popcorn,1991-02-01,1991.0,0.0,0.0,0.0,,,,,39875,5.7,28.0,3.399036,Horror
Rembrandt,1936-11-06,1936.0,0.0,0.0,0.0,,,,,50031,6.5,4.0,0.281903,Drama
Sweet Smell of Success,1957-06-27,1957.0,0.0,0.0,0.0,,,,,976,7.5,108.0,5.196222,Drama
Written on the Wind,1956-12-01,1956.0,0.0,0.0,0.0,,,,,69605,6.9,42.0,1.949246,Drama
The 10th Victim,1965-12-01,1965.0,0.0,0.0,0.0,,,,,65632,6.0,20.0,1.188717,Comedy
Colonel Redl,1985-03-29,1985.0,0.0,0.0,0.0,,,,,29471,6.2,15.0,1.923855,Drama
Obsession,1976-08-01,1976.0,0.0,0.0,0.0,,,,,4780,6.5,50.0,3.417112,Drama
Suspiria,1977-02-01,1977.0,0.0,0.0,0.0,The Three Mothers Collection,,,,11906,7.5,396.0,10.050219,Horror
Fist of Fury,1972-03-22,1972.0,0.0,100000.0,0.0,,,,,11713,7.4,164.0,9.523138,Drama
Christiane F.,1981-04-01,1981.0,0.0,0.0,0.0,,,,,9589,7.3,268.0,5.64576,Drama
The Big Boss,1971-10-02,1971.0,0.0,100000.0,0.0,,,,,12481,7.3,148.0,10.486927,Action
Game of Death,1978-03-22,1978.0,0.0,0.0,0.0,,,,,13333,6.3,121.0,9.592019,Drama
The Last Dragon,1985-03-22,1985.0,25754284.0,10000000.0,2.5754284,,,,,13938,6.4,71.0,6.830599,Action
Outland,1981-05-22,1981.0,17374595.0,16000000.0,1.0859121875,,,,,10540,6.2,153.0,6.918821,Science Fiction
The Way of the Dragon,1972-06-01,1972.0,85000000.0,130000.0,653.8461538461538,,,,,9462,7.4,235.0,11.116474,Action
T-Rex: Back to the Cretaceous,1998-10-23,1998.0,0.0,0.0,0.0,,,,,82623,4.5,3.0,0.311387,Family
Final Fantasy: The Spirits Within,2001-07-02,2001.0,85131830.0,137000000.0,0.6214002189781022,Final Fantasy Collection,,,,2114,5.9,441.0,10.223851,Adventure
Legally Blonde,2001-07-13,2001.0,141774679.0,18000000.0,7.8763710555555555,Legally Blonde Collection,,,,8835,6.2,908.0,12.769371,Comedy
The Score,2001-07-13,2001.0,71069884.0,68000000.0,1.0451453529411765,,,,,11371,6.7,436.0,14.741992,Action
Adanggaman,2000-08-31,2000.0,28.0,0.0,0.0,,,,,78248,7.5,2.0,0.071765,Drama
Bully,2001-06-15,2001.0,480811.0,0.0,0.0,,,,,9517,6.7,125.0,4.877774,Crime
Jump Tomorrow,2001-11-09,2001.0,0.0,0.0,0.0,,,,,25985,6.9,7.0,1.19372,Drama
Made,2001-07-13,2001.0,5476060.0,5000000.0,1.095212,,,,,15745,6.3,55.0,3.531682,Action
Michael Jordan to the Max,2000-05-05,2000.0,21268532.0,0.0,0.0,,,,,24977,7.5,10.0,2.047132,Documentary
More,1998-01-01,1998.0,0.0,0.0,0.0,,,,,36107,7.9,45.0,1.85929,Animation
Thrill Ride: The Science of Fun,1997-07-11,1997.0,0.0,0.0,0.0,,,,,113271,6.0,1.0,0.076926,Documentary
Haunted Castle,2001-02-23,2001.0,13651656.0,0.0,0.0,,,,,58904,5.0,2.0,0.695382,Animation
All Access: Front Row. Backstage. Live!,2001-05-20,2001.0,0.0,0.0,0.0,,,,,103489,0.0,0.0,0.001178,
Africa: The Serengeti,1994-03-31,1994.0,0.0,0.0,0.0,,,,,13794,5.9,9.0,1.649097,Documentary
Alaska: Spirit of the Wild,1998-09-03,1998.0,0.0,0.0,0.0,,,,,13795,5.3,3.0,1.246035,Documentary
Encounter in the Third Dimension,1999-03-31,1999.0,0.0,0.0,0.0,,,,,103488,8.0,1.0,0.060994,Documentary
Siegfried & Roy: The Magic Box,1999-10-01,1999.0,0.0,0.0,0.0,,,,,73482,0.0,0.0,0.001662,Documentary
18 Again!,1988-04-08,1988.0,0.0,0.0,0.0,,,,,38965,5.7,27.0,1.555163,Fantasy
1969,1988-08-18,1988.0,5979011.0,0.0,0.0,,,,,47817,5.5,21.0,2.238458,Drama
The Accidental Tourist,1988-12-23,1988.0,0.0,0.0,0.0,,,,,31052,5.9,55.0,4.771107,Drama
The Accused,1988-10-14,1988.0,0.0,0.0,0.0,,,,,10868,6.8,130.0,13.028922,Drama
Above the Law,1988-04-08,1988.0,18869631.0,7500000.0,2.5159508,,,,,9395,5.9,140.0,5.283245,Action
The Adventures of Baron Munchausen,1988-12-07,1988.0,8083123.0,46630000.0,0.17334597898348703,,,,,14506,6.9,185.0,7.753416,Action
Apartment Zero,1988-09-30,1988.0,670774.0,4000000.0,0.1676935,,,,,5333,6.9,12.0,3.927714,Thriller
Appointment with Death,1988-04-15,1988.0,960040.0,0.0,0.0,,,,,4281,6.2,15.0,10.158324,Thriller
Ariel,1988-10-21,1988.0,0.0,0.0,0.0,,,,,2,7.1,44.0,3.860491,Drama
